transaction_date,transaction_id,transaction_amount
2023-01-12,M1XShon68dnryaQTIZh8,3300
2023-01-25,LxMSU4NkFFoJ4mSxGsUW,2100
2023-01-12,xpCznT4XkepJWg37vK7y,3300
2023-01-12,xdyAsTxyqAzt0kWa7uXm,2100
2023-01-14,T6Ul9G9E8rIft2la0R93,2100
2023-01-09,usJR6EdPCg2Ceqo35NKb,500
2023-01-27,UBqUKsWG7I1v1nL53ABQ,1400
2023-01-16,YEkDni7V41RGQdi9eWlU,1000
2023-01-16,2gAmEL5J8uneS7UHsyrs,2100
2023-01-12,8wsGeC9HexWEFpDjzaSB,2100
2023-01-16,v8K7TOZBC8gKkAiUytgj,2100
2023-01-15,yymOmC77RGksTPEzzLdX,1400
2023-01-15,2txyrsTUJ4P8w8uvIxQG,1000
2023-01-17,jI1j9zxXMwDI8bz3c8Dx,3500
2023-01-12,A13iD2732d8WwX6abXXs,1400
2023-01-21,UWNAb4FKmE3kwLGpYYw1,1000
2023-01-21,ulR865JLT1p3iLhQQUZV,1400
2023-01-11,YuVeQuVlX5pRpPKp0h98,700
2023-01-11,PMhcdva1oLbF6xBiqHla,600
2023-01-15,F3dWFQpy7VG4F0zKQXeY,1000
2023-01-15,fKq8uMDhvTVFmauvqfOA,1400
2023-01-10,YrnA8bMWswbGVSDJ2S1X,1000
2023-01-15,NR6gcXrTwbFIDAcvYxf4,500
2023-01-05,mn0WeEGRJlVaeA69TxnH,1500
2023-01-17,ipvE9G0J2h0zYkH5HqWd,1400
2023-01-16,lTTw31G0GZVg5LotmzcI,2100
2023-01-10,mMarSTqtvvcfRJ1Z6nRz,2200
2023-01-16,492HkDCj1zSVHuCCO9fm,1500
2023-01-10,hplzftK8hAZxcLEPgwgt,600
2023-01-02,VgfeMiWxGxYle2KUlWGI,1500
2023-01-10,sEy5doaM532X81e5QFr5,500
2023-01-17,0cPLADilsxIqc0r0QHb3,2100
2023-01-13,2K0p1bFfidcXFl038XZN,1000
2023-01-15,LNDpCklkJBfkDiDJXRN7,800
2023-01-10,aVy7uT9JAGBynmG5aCPI,1500
2023-01-16,5kGpiRai7uWCTZdmrAxL,2100
2023-01-16,fn4V7qTaJDwd1XnSNOxx,2100
2023-01-10,7krcKeZz7ixpzQblCCX2,2000
2023-01-16,8MQ6aI4Osaifs2Ijj57z,1000
2023-01-10,KeTctIx5ilwR4NbzPcDn,2000
2023-01-11,pj4RrfyxNW22fcV8NwjI,1500
2023-01-12,wf78O8WBJdZbyfyYSwGc,1500
2023-01-21,TFwwLniFBg0jwVgNXWEq,500
2023-01-15,UUIUjyzkfapoFG1mv97D,500
2023-01-11,tpbBIYZ876qYfZMThaf0,800
2023-01-15,x6WgSna2XcPG2UjrxWH1,1500
2023-01-12,XctQsGXRkOwtE4RFVG6E,800
2023-01-16,heXBTNsFjgiIZZgMW9hp,2300
2023-01-16,oaamkgKWuMHkIz0GxBUk,2200
2023-01-18,ghRm08cI2wdP06jLPSb3,1000
2023-01-11,L2caiOVe1jLFyixTWw9Y,1500
2023-01-09,d1lTuDXM2fvxbHjDf3LO,500
2023-01-10,g5Awsurjn0rzok83n57A,800
2023-01-15,6cFPXXHa1iaXar4s7XC8,2200
2023-01-19,RuSgqiZBhSJUoxNe7LK3,1500
2023-01-27,la40lwnEzR68hb6npSZ3,2100
2023-01-16,wxeNzGf48AnrCHVCTtMh,1400
2023-01-13,8bzIihh1Mnsgsc3TbkGx,1500
2023-01-17,TIpWrb6FYT6Qlkp40Q0v,800
2023-01-15,DOEpaxJhvwH51UkMEzpS,2100
2023-01-14,nWzPlonBMKAp59oy6LGq,600
2023-01-12,DmzV0HZcyqw1whB2Uw5C,1000
2023-01-13,cU1LYCQ8MiOB3aoDefVa,2100
2023-01-14,dk2fIXVgzk0rZI4wW6XS,1000
2023-01-16,E8AyuqQ6XdfNT7m5v6wM,2100
2023-01-16,fseCfdOEsxHxWREO5anS,1000
2023-01-17,zJX3NT5EhjpqoyhHBGUH,2100
2023-01-16,i0evig1cVTNYQVNqxm8W,500
2023-01-10,QWefcERIGJUEw1OcDNHa,1400
2023-01-20,Ju7JPghOokx3dDHWhBoh,1400
2023-01-13,Axd6Wgq1cil9KaJ8zpQk,600
2023-01-16,LAiwadYcIb1B2WV4bnYV,2100
2023-01-14,u5iGuB3PEZJNPRTxpFFL,1000
2023-01-11,vz8WEZ2v7R3Gb0GWTpfJ,4000
2023-01-21,pnahRmim0sSRyX4LPtLk,3300
2023-01-11,BV7tt2I11p35KRCtGqBW,2200
2023-01-12,UsrTt14juW2Ba4nKPKn7,500
2023-01-16,gag1sYlX7XIXDMdTwRWS,1000
2023-01-14,RBxFvMTxZreoCDxi258L,1000
2023-01-13,1ie91XmVMup0UWxylXwF,4000
2023-01-12,wjIrJVfyS6EKk9zy7qgQ,1400
2023-01-16,pFxzfLGgDJ7fXXqQQ4Cs,1000
2023-01-20,saxmvQXa4zAiXKLTi3XO,3300
2023-01-16,P7tro5Rd8mPWcXO9EQXJ,2200
2023-01-08,hq5a7rxALMLFVBPXFvlu,500
2023-01-13,lUTQGMSxUKmsnHMdUUec,1000
2023-01-15,rWYqw1RDQTVzrVUBJcof,1400
2023-01-16,2QQ7x50Y5s7bPuYfQyxQ,1000
2023-01-26,RHtPQYMVWwf5V2uVOn7j,1400
2023-01-10,2LFqnsvPWiyikDCnWjAX,1000
2023-01-15,3TMjKC1nRPSNQuEouAoV,4000
2023-01-11,BFj42dOYo8tamgps4xCg,1000
2023-01-17,DsQnHcbMLaHpx2OHP43n,500
2023-01-19,uPvabzsGieQiBO8xFHft,2100
2023-01-22,12odNys4bnhAvfkXOApf,800
2023-01-16,1h8uCt9b9SimoXyUgPh7,800
2023-01-15,8w0sUYnpL3wGTY8iiYhs,1400
2023-01-27,sZIjnInnNKEQHo4pbUki,800
2023-01-10,SFbIPjzk5W9NObu5s7qW,4000
2023-01-14,rbeNIqBm7r4CbUzHbWGy,2200
2023-01-18,7GeywLGzJLxrYHHs5bsW,1000
2023-01-16,YJGV3VfAOW4u7i0y0gCx,500
2023-01-15,uZHMpSY3x9j05pFwYj7R,2100
2023-01-12,DTzalqhHvrDovdyNxfd2,1000
2023-01-14,Se4OuL8VkryMJm0QmIJh,800
2023-01-14,MOrGhQcZB5hTdYad0pzh,4000
2023-01-18,VTb1FW53IA1KBcZWF35n,800
2023-01-25,3Rq2AdhzOmCQNzjZsssZ,1400
2023-01-15,Py3UAxQeVRn8Sa8p74ax,4000
2023-01-11,kB6FNZes8SNlgZWHFmRo,1000
2023-01-14,dDQej4I78CfgEE2ALk5R,2100
2023-01-28,FZeJqjqmBqAcaxAILIJl,200
2023-01-18,RF8zh8aHjnndtud0Bl3E,500
2023-01-22,OCRuxDrUA9yaLT0mZDG2,1400
2023-01-15,L5WCxupK6j7We7bgoiMn,800
2023-01-19,QHq49Z7lB5u4i28HahOy,500
2023-01-21,GFzsdUHcbsMiFPVG0Pe2,1400
2023-01-21,S6QDwCTKC2sm6XWOBN4d,1400
2023-01-17,2pNee0ZHEznjHGXaAvSL,3300
2023-01-22,tfvw4ILzGETXlssb0SH3,1400
2023-01-17,4BGe3GjCBOHe0Oox5LWF,1400
2023-01-16,m4IWRQw9mhQjqhcj8YkP,1500
2023-01-16,V19wcHujPKWk5nQUbxOI,1500
2023-01-12,GGpGOebiK2GwyRr1NAEF,300
2023-01-10,NeeGwyW9WC28D5HHmxxP,600
2023-01-15,ZPru91f3CFK1TAWMEUFG,1000
2023-01-16,5LNbK9oWxKzS0T37bKJL,1000
2023-01-16,MwEa8PWuEsfR9SvLqrqM,1400
2023-01-26,zy4ecPhaIFWZQ1OUaekr,1750
2023-01-29,oEDhRVwu8wfw5JZJXDFo,300
2023-01-13,jcA8iSEgyC9Kg2QYYyp1,600
2023-01-18,W759pbNxmt4KJecCqi1d,1000
2023-01-20,r3UGpVyfbNRDuk3d1IS4,2100
2023-01-10,CISo9W5SPmCIwOEFPO07,3500
2023-01-11,sh2pwCWoUcjoRPAmNwhr,2200
2023-01-25,jOBOx1AwHwMXqDrO1YGH,2100
2023-01-22,zQoDQdL44SxmOnaAxWD7,500
2023-01-09,zsqrQBppUZ1ivna1DHep,3300
2023-01-14,SUvcC9EavDMhWr2BxelU,1400
2023-01-24,kUz8YtpvsFRGl5Qyqljx,800
2023-01-15,3jeD2Hp1fePc7S0E792G,1000
2023-01-13,UlU8SMHdunvn4t0U3ilA,1400
2023-01-13,IvdDLoGXFuG3cHcMtTTD,500
2023-01-18,5O9k4NQThM5F7i7Ec5CI,1000
2023-01-11,sdEWmSrtOh8KNdmeMEWt,1500
2023-01-11,lFAonlKMFGwknVMJZclM,1000
2023-01-12,CAlMnv4mj1VkrzrDyTZp,3300
2023-01-11,mOGj0XKx5OnuuEyUY9mK,1400
2023-01-11,2nxmJVRBZ006xIFAjco4,1500
2023-01-16,ZFIQUnug5WUXi4Rei2RA,1500
2023-01-10,iOWo0dHzeoMhZW1gcvDP,2000
2023-01-15,BJdQt5NLeLra4qOybv6t,600
2023-01-16,TpXDaYbdQnmEJngClJ80,1000
2023-01-11,jn3uyBwgC8FXfMMxtE5M,1000
2023-01-16,chI6gf4mVOcBrUGl8kD0,1400
2023-01-23,9NHg8Ypw2Ll5dEdMsKXb,2100
2023-01-10,NEFexGmimme1JF4ZUhJc,1500
2023-01-15,uBZ8YS53cS7PupAhTAuV,2100
2023-01-10,k45Ny8B8llWWcqMzVHML,1500
2023-01-16,ECqNP4qPNsYSUl3nwokm,2200
2023-01-18,BrCpgHnb5uqKXwm9nfkw,1000
2023-01-24,l9hpsGgXu6Brvfy6LVjm,3300
2023-01-23,5a1n1vdz0YHnywFbAcRk,2200
2023-01-15,MvhddI7Hbyf3vh7ntkGW,500
2023-01-10,4Tlcb03NinEBNJ2s3aNr,500
2023-01-14,Z1jz5NEJqNuqqJK1c4CA,1500
2023-01-01,BcBHJB2xp8gVXsEVOn03,1400
2023-01-10,ei3CHIV4rfXyOUmoVysT,1400
2023-01-16,zrmR4TRGpOuAxVnCsHXx,2100
2023-01-12,MH81bix735hqeyCOTrL8,500
2023-01-18,eljAfevPp7pgFSDVfYGp,1000
2023-01-12,S3GrnVlU2lzNJg4KJCkH,1000
2023-03-20,IAJlw0mHSeTni5fsMhPS,600
2023-03-12,Glyn0oc4p4z1dOVJtS3Z,2600
2023-03-19,8eSwFg5jKm3zlpZpfILr,3478
2023-03-12,jxry1UtcRUwndjUpcULl,1900
2023-03-16,krJoJ9uYSADaV9Bq7Ayk,2300
2023-03-15,gQbMVia3dxi6bHzvgAX0,2000
2023-03-16,Aau3psV9RMunhvVKfki5,2100
2023-03-19,tEUUOBfq0KXyksiNpuUx,1400
2023-03-11,DHTSvOJ1XHmBmLCmtcOT,3200
2023-03-14,7x8P5DuQbvwne7ntG3bD,600
2023-03-12,REkJvMv4KiKNmEirG5IC,800
2023-03-13,4cp2krriRtsOhGT0G8CO,2800
2023-03-15,eBsCz6SRnXbIj4O8XV6o,1410
2023-03-16,QoYCCpLqotaJ6y4MCwZY,4000
2023-03-13,1gYzOzu9TjY9U1qVsklT,2100
2023-03-13,icwTkUo0xKs39eVQJzsW,2100
2023-03-15,demDYvXGsJvPM8wJLN2a,1000
2023-03-15,SLKfcfhvwL03oqENyl5T,3500
2023-03-12,rfwccG1HtBHOZc3OHdLN,2100
2023-03-15,WaxC8Oehp5DcXRwZJMIv,970
2023-03-23,9Dth3h0Sw721Fue3AluA,1231
2023-03-21,LhyLzG12fPNPZbYpoWnq,1175
2023-03-10,g6c18ui6ZPffrcubHemE,1000
2023-03-15,62BcOuGhZmH7jbetjDnf,2100
2023-03-16,3tgI6t773uBMcPHreuvW,1700
2023-03-16,t5ISGKvx7FX4FVjH7GcH,700
2023-03-15,uVhnnxaUCuUDI0AIbPLm,1000
2023-03-18,deQ3DqHQ4f3WaKsEyJaS,500
2023-03-15,ZaT2YodwvyGAH2ZaiFOv,750
2023-03-12,dUnaYqB3Q3GhTxiCPy3f,2500
2023-03-08,LA9FgKT9AuFtI3fxrYsK,2000
2023-03-15,UTJttyaeTTBVETx0xgDG,2700
2023-03-11,csQRBFiyB9dFuAl7nAgX,1600
2023-03-15,ppLTBjmLVWzycYnBSgoT,700
2023-03-20,xlpnBK2Rh95u0fRnvuHt,750
2023-03-14,6RDABXeeUQyzCoyRuiyx,2200
2023-03-15,oJ2qowHLz7ESK51R9jbt,2100
2023-03-08,BpQlcDJmbr9elNFERx3Y,2400
2023-03-11,Olz7rOliDgXitoO7i5ZR,1979
2023-03-12,m7G2ERKmArU0HdlfGCQP,750
2023-03-17,6ORzQKi7PYA9TzsqdTCt,2000
2023-03-20,OaUKsdxdsJ1WN8ADx44I,500
2023-03-15,uvA4Tv0Zhl6CJK6VgafG,2900
2023-03-22,ODChuvP0cR3gFQg0AZvq,2100
2023-03-15,Ih1nCuYJyHtBx0QSKppo,1000
2023-03-18,LLyJa2fSob12sZrVYFci,3500
2023-03-15,p2za40w7eR5cRsvzfISq,1900
2023-03-17,mh7JYvTbyRzwNkweIYsC,650
2023-03-16,L2GjlLCMm92fo0ytPRsR,1410
2023-03-20,w7EPg0lfHOuTZe6q8DY3,2300
2023-03-12,4Du17YjNAFvXgG2cfIjn,2500
2023-03-10,6DNP9A1XtHjzEZUywJJd,1000
2023-03-17,O8B1izsxImNZWcSN6sdZ,750
2023-03-14,Dqfq7XCGYkR811Bm6XjZ,1130
2023-03-09,kFY5E1KqoOwoOOSn8j7u,1400
2023-03-24,gCJjjE1jIaPWeVJDVnbL,800
2023-03-15,HkEVjN6FCkgw5uH8CDIa,500
2023-03-25,jYKk6EhHtXYz4Pom5736,500
2023-03-15,SE8nJTVsLwpLQpoEUB9r,800
2023-03-14,zhIQ8dpeSa5sbVbNjKnN,1800
2023-03-15,erbrux3poxyjlAOu2V1F,4000
2023-03-15,gB8l1AlYpajZIKfxS5yA,1000
2023-03-12,M1JIpqJu0kDSMA32mTrc,1400
2023-03-13,KaxeVUKZHGhZklXgGisN,771
2023-03-15,AwwNEmH2wBMTJ4vsWXFH,3000
2023-03-17,l54iCvGnzPF7wqI6T7a0,1200
2023-03-13,6uQrIkrAYFeiqbkvivYc,4000
2023-03-21,YRugUq7tL7zfZimXorae,1500
2023-03-25,6aHCwLgzmGeS7o1WomWi,500
2023-03-09,Mem6fqCmXZDCWtXOIEFn,640
2023-03-15,z3rzesKBhhbOpBB3pZg3,2200
2023-03-15,2aoshCud1Q0DdcNjlosD,1500
2023-03-13,R9O4Fugbrebs72uIPgAL,1500
2023-03-13,3r8GpRu5LmaXNUBLAmxR,700
2023-03-15,4ycPGXWfRgjdPvhKHoPc,1600
2023-03-09,swKdmm0wCpqvbbZeGLBv,1600
2023-03-15,VGAhsjOv1nUvXYFFNu4g,3000
2023-03-15,1wP4UPuZWgPXHBklYm3b,1300
2023-03-13,QVJXyjFT8JLgU9fFGXjs,1500
2023-03-16,aDWKArq7jRyQPPPqTauX,1500
2023-03-13,kalj44o8h0T5E8aGNIN5,700
2023-03-16,2e4uEzqwcHwrqOFqj9dZ,2100
2023-03-05,kKM1mrBErjYni1LjmRrx,2200
2023-03-24,5uzTwk6XyA1w9hGgag87,614
2023-03-15,jWfuJEhwca1LgEWgSpJj,1400
2023-03-22,eSyqAOZvreXBivhgGTZR,2500
2023-03-14,65GOsbN6zXfPpoX4gXpr,3780
2023-03-24,DCPr7qWo898kmo4S6kYL,1400
2023-03-12,PMXATE5RV9cECELmcvvI,1700
2023-03-10,qfntBt3hTfWgVsD0QKJ9,4000
2023-03-11,aWcMdt1sPtp9Ok6DIeuN,3300
2023-03-12,sdbJdlkvbSenQ90VuCGs,2200
2023-03-15,SsTJn2SjgND19KucLdt3,3300
2023-03-08,5g36s84fAsyqUzrDcfmT,2500
2023-03-13,TV8fbSo56vMfDuerugF5,1750
2023-03-01,Hy1x43ZrDiBADMNcB4d4,560
2023-03-15,yATI7Lt01wL8GUtwrl9Q,850
2023-03-17,1NoaJqq8STKS4In4Vgqr,500
2023-03-12,NzeEOyImEVr7mzkUZDyj,2500
2023-03-14,cJyEUkH7eIiaZil00mJy,600
2023-03-23,40sfedjuK3A1KtIYgl3E,920
2023-03-25,RRGuJJeyvi7UeXsy5kND,200
2023-03-16,R4TxKie7usWn0KbMRr4H,2200
2023-03-16,lBqXt9Yg8GiRI9HSb5M7,3000
2023-03-14,1Ye713Rn6Zem8QJZNgRp,2200
2023-03-14,aw2aKtWu8IyTCeCiQ6gJ,1700
2023-03-17,AZdPKDVGCtAZwA0AAylS,1500
2023-03-12,g6PbEw6TFC3ZngrMNGSy,1900
2023-03-10,3UZV2DTAAqSBlLtmVZMm,1980
2023-03-15,3TW4YIzOnge0THnkGBhQ,550
2023-03-24,IjklPdyrUURWE6LPCji7,640
2023-03-15,pOvMB2DcvpKC4hmDYmE3,2100
2023-03-22,nEF3QiVhJbpsKiAbFsyD,1600
2023-03-09,MCKauApQ1crvZ1mmVT5M,2500
2023-03-19,1PrHrKpaSoTY1jQr876l,1441
2023-03-09,qayHQtlUmtrFEHGfhDSM,2000
2023-03-18,JvFYwlgK3hNThLmhyXWw,500
2023-03-09,CoDjJL1TucbYy6WxGudf,3300
2023-03-14,bCOz1J0zU87iiDwRcfBo,2900
2023-03-09,HzVqBofJTQ2HpTtrTGYt,2200
2023-03-14,VA3zMn9W0hhnKOaRwIOl,1000
2023-03-13,gjd0sLqQUYbE3gbRCoxR,2540
2023-03-12,f9HtvucVZiO2ASqEJ68x,800
2023-03-23,nMzQ82AyxVKgyCaziYCi,3500
2023-03-03,5790wLfWAa3Gh3YsyDmF,600
2023-03-13,PB6N6INDg7FtASXCjUOY,1300
2023-03-15,O8j0sdnP3y1jBv1nQIXq,1128
2023-03-19,Ur9DEln6IYT37mWTeBNq,1083
2023-03-13,9ySRqz4oqbe5bUp4ATpy,2200
2023-03-17,OBYbzhe0wrBms90ygtIj,1600
2023-03-14,r7551Of8DXQCMso7sGzD,500
2023-03-16,4mrTPLxi9dDgU74U3pF0,800
2023-03-21,TBjU9dQuB9BiKUqvaHoc,1750
2023-03-13,UWJrlJULT2siaTkwekjD,1800
2023-03-16,aunM81G8Bx4b0v4jh1eC,500
2023-03-16,VbA4cyezH1lZ1JvjFEfU,700
2023-03-23,YGLbKKNJcGbH16WXRWvT,550
2023-03-13,YwKD1O2Uh60RQtmGPIfd,829
2023-03-09,SXKMjFc29DbHNI8gteDI,600
2023-03-16,Ops3dxEH965hURaMHTCE,1130
2023-03-24,Ym0XFNVJAbUSGjuwacyi,4000
2023-03-12,LG1Nhe2Z8bP1p43FOZHq,2068
2023-03-17,dggrcFlP0w0ru8yvTswO,3700
2023-03-16,osv5vcn0PCggkudvIoJr,2600
2023-03-21,ZMQINyc94K3E7L1VHCIS,1196
2023-03-15,ZsjVAHgqJFr4HNrtvL9f,2100
2023-03-14,7oe80bWXu1rEg4Y2O1gS,800
2023-03-06,1MZr6McC9UsIEMABTXr1,1280
2023-03-16,QoxrYg4JG4OvieBthZTX,500
2023-03-16,qi7LVsn2H16QIFUs7UQG,3600
2023-03-13,O9k1YBpPUS4iloMTMPfm,1200
2023-03-15,APPiZMWFUKI04qDWtXbu,2200
2023-03-15,gJxrq5nfQDkLJOuB1314,750
2023-03-12,KwsknAZ8qNwELRmOhqfq,4000
2023-03-24,SWD6gycdzzVYSJwv6714,876
2023-03-11,BouTeiw0qXONLUIQtmq3,877
2023-03-20,2Yej4vCgyXiQtK9EOH7C,1038
2023-03-14,KI2HOnzDVl9oeM8TrZyq,1410
2023-03-22,htvVGYv9AHJHDVIFSXi2,665
2023-03-12,QucXxNciAjoSTpsnt0Ru,750
2023-03-10,RwIxl1g8uWoatQzmW49c,2548
2023-03-16,8C3ZuyvxVYoEOtyPa5h7,800
2023-03-16,2CRc7BdutlNQ8g1ogKrQ,1800
2023-03-13,ZeNCJtvajVke8s8npcb7,2800
2023-03-18,10h3bMpyplWvVEOXjVfV,1209
2023-03-08,BA2rr4wLobmga56GuMB3,1600
2023-03-23,Wij85RBVuYMf1zakZeSl,1457
2023-03-16,L3I9SdOoSVsDxwLjT4O1,1360
2023-03-13,EXforXBAlQlibV0l4NYm,1200
2023-03-16,dpR40r3eea8E0ZvQLalS,800
2023-03-13,FSrh9LVCh2k33LgE1bss,2400
2023-03-11,yj4CmT9GOk65KST6z70X,1000
2023-03-19,0sUjb9Ct6iNDzAtbWDob,2100
2023-03-14,bVtcbpShQN5SWOKWpp5b,3300
2023-03-18,dnnDIYrt2wOhLOsV45NE,500
2023-03-15,XzjntMgSCpLcdKvYXBsT,2600
2023-03-16,jGLqkxm4B5dzW7PvWsZA,2000
2023-03-15,DDrWNiM9npeSz4gpElB0,550
2023-03-06,pJjCOnwh4gl5n8yXwRKb,350
2023-03-14,0Y7FsaWYtffzr7xIw8Ou,3300
2023-03-15,YNE1FGFDl7MyU7yvJKzf,1030
2023-03-16,XqgsCDOyiKhYQ4gmW7cD,3300
2023-03-11,reHkV44cmeZl2hlI8qir,556
2023-03-09,kjwFfRQ2GqN5zWexgntO,1880
2023-03-16,E4ntRcNOzFKpEwoC6twk,1400
2023-03-21,jYUa6hiZzbNqWfWvjkDb,500
2023-03-16,XcRInLETnaaFWj9LBlS5,2200
2023-03-18,9Fa9sGFcup3uWY9wMd1f,3900
2023-03-13,mw34vdVvGuwpbKYWqjdh,1800
2023-03-14,SJ9vKhMwN0eUWSl43bWW,2600
2023-03-14,G4uIN0ROJS5obb5IxMNj,3900
2023-03-12,JufhdJd5xQmmff7FnvWG,2000
2023-03-05,XfW8SeT8Qq53dfjZqvCP,1000
2023-03-16,mxDqDKO3FWcUx98GfJiy,1175
2023-03-15,eLCXMngcfu7X7NqlD6Wc,1700
2023-03-22,4cHDYBFdrJEowzG8dFsb,2600
2023-03-14,Fgj24SK5nj4xorGwGmbn,1690
2023-03-12,1ozCYBPvk7M991VLSVOQ,1600
2023-03-17,9A7O4o3kmMrI6eeByRKW,500
2023-03-12,rAWh1WQH0Rg4aBW2UGH9,4000
2023-03-14,5klVdcRrRiewM9RZxJZc,4000
2023-03-13,xoZNMh9i8K7FhMc6AyEj,1500
2023-03-23,goyJcS9Pjz7uo3P98Wg4,1000
2023-03-10,7vsUCGuExbq4ZpidsE7A,1700
2023-03-24,qTWHVZ4hWMrblQzjm68h,709
2023-03-14,ymVMsNy4PUzv4Ullq3H1,2500
2023-03-17,LhMEw1oa9BNpk9esEYf5,2200
2023-03-12,lgbAoSnNaJA3hjn9KOab,2200
2023-03-15,7ztVzSiaePsp0Nh7uXR1,1700
2023-02-13,Riy6j8IHCCHHYQL7xLit,3800
2023-02-09,3EQNTo18ibWm9KMsovs0,2200
2023-02-12,qaH4EQhSlKCI4VwTW3nx,2100
2023-02-12,9atgR7rZ11dmoIxdcCpG,700
2023-02-13,txfLsZOFNU988kBH30pr,1000
2023-02-20,H8UrigK1FuUHYUdLy5E8,2100
2023-02-21,UIGlISZAf4nJrFyeaFhz,1130
2023-02-12,ZdCUo9alaZV3zupe5a7n,600
2023-02-08,EPQ8IJVhXSNT0g820yth,650
2023-02-12,NVJcuXgtb8zwyrfYTvui,800
2023-02-22,VbaPDyk6EgJ1JTWRyloQ,500
2023-02-13,ZWkCNxoUP39XgNzJTrCe,2200
2023-02-13,o9x2tolSEtJHJC8wYxfq,1000
2023-02-08,lxusOVEw9giUaNjhFa2p,1900
2023-02-15,plFAZHOngUpuVcxK4HxC,2200
2023-02-22,PqfJ5Wzf1haBHWshPCLd,1500
2023-02-08,pIBZcFBF7j20lUMu1IhZ,600
2023-02-18,lw1Bbyx22nNMtgOMkFUf,1030
2023-02-21,ibHBfRdMjAHOkqiecwLA,1450
2023-02-12,yUhsezg4oHaTGYPRmdhi,600
2023-02-07,cz2gUwJWdJHJKxh8sang,800
2023-02-12,4F0ZuB4RSvugTpnT5BnL,500
2023-02-19,Usrbhrl4Qj2XRhQg221x,700
2023-02-13,mj6S2mRFocJaRcTLKExW,3400
2023-02-12,eRXn2PpQnZnQAWEJy1WJ,4000
2023-02-17,YWXC2SZVSeydlDobmYzf,500
2023-02-24,MJShbpaGld4gPZIu9UHx,1580
2023-02-08,HNtZNv3tLVdWrRUADpHi,500
2023-02-07,9Ay7yj2PxCp118F9jEeZ,2100
2023-02-07,BjiPdXp7PWnlW5CIKFjD,1400
2023-02-14,3sdlo1e7HiuyfsA6PMaX,1400
2023-02-25,dLO2P2zyKIm8VYT5iGZb,1600
2023-02-07,xoTBbAdmL5ven4CptPWz,1500
2023-02-10,5R9Ss1QepnNT21SYgV2y,550
2023-02-12,jwd6B8vuQ1MQGAU7yLoj,600
2023-02-12,yQp4aN0CwRBYA31P8J05,1000
2023-02-02,XPQVL4GstZG3HFNJDSwD,800
2023-02-14,NrA1pYs86j5Nd9vbhOfl,2100
2023-02-07,6PLAcEa7g5lA1qyhHcTi,2200
2023-02-11,UsiI8VhKtHWSG55OXFQs,2900
2023-02-13,mzpzhIImDu7WWfhDZ203,2300
2023-02-22,XD3QCnxrxlYQwNCxUD1l,1000
2023-02-14,IvR8Affld7JSHshHIlSE,800
2023-02-07,fjIUqyNvIRJTzmetKr0S,1000
2023-02-22,IsB9VPbns6jrLN4Sujt2,750
2023-02-21,jR6dDdM7aWEIcnuYkb6J,1130
2023-02-21,bNQidgrWZJSVknyn4y6P,1580
2023-02-08,NYISZJUwPP3wfOMFFsd7,660
2023-02-15,IFYgjmynQn20LhzxlKX4,850
2023-02-10,xnLRrA4ftGljkBN6P4Vz,500
2023-02-12,c6JfMv4WiJ1g20tjj8J1,800
2023-02-15,peR7ZSjr5FrfSdCiGGAg,2900
2023-02-12,yjljbmmmLgXt2NW2Uy4M,4000
2023-02-10,XrgcrtsCtjGNLrgvQ0YZ,4000
2023-02-08,ksg1JWsJgI8FVNZ5dWhM,1300
2023-02-09,oAhtWtSJDh8Dmc2Fclhj,2100
2023-02-19,Rn9p1ZKZYOgwkHFBk1G5,1130
2023-02-15,XNSeriUrbepbJX3CesCx,2100
2023-02-12,TyEpC9AXa5rMPxmQclRk,3000
2023-02-28,d7XmwWUtQddyKKQhmxOK,2100
2023-02-26,0chgF1sEcmNrZWFlZpJm,2680
2023-02-12,ueCoyodfnZKiJgWr6CeZ,2100
2023-02-12,8IJ9cRaxuaa1wMYs70bS,1300
2023-02-08,xbEKztJSQe9otIEZWPvs,500
2023-02-09,eH2p5QjOsE5EfnTQBvJ6,4000
2023-02-20,cQrfvr4nJbt5Mlk8xbM3,700
2023-02-22,kFWRhNtpSxDUMuxY5iii,790
2023-02-07,dRK4Y3smVA0qQdKpFBt7,500
2023-02-15,HHedm5YioH0J6vfjkgG2,1000
2023-02-14,oVTIasdnAAC7CqEG6b50,1480
2023-02-12,pTS5aQD5c2zdIZVEynGm,1000
2023-02-07,jsFnd4Fw2tpAO5OMqQNx,600
2023-02-11,cRTvkDVDZhI1M9MEodhy,1400
2023-02-11,IZ2uhS1os2nBqMneUYYA,1500
2023-02-12,5WTfGzweL89PkwKchafV,4000
2023-02-07,wkpLVGMx057R9mkHvq2A,3300
2023-02-12,SCvUPkSezEdgZJrcGai0,650
2023-02-14,LMxdNgz7vvW7c6kwNGqW,1410
2023-02-13,xK4nvun8KBPZNi4I3xBJ,600
2023-02-22,1Y1z0wkDG0Ghx9yi8mfw,800
2023-02-20,sLjVPZA8MBu5UkcAaW0i,1400
2023-02-08,M0n4YzYn5gFckhQadtL5,1000
2023-02-21,lRRtouiQPQ2JyTMUObDG,750
2023-02-16,0s9VcOFqJWUztAkTYcJH,550
2023-02-14,rvYDyCuaM3VjlIcjvKus,500
2023-02-07,A8FM5U9Gpvntog0ZSd18,2200
2023-02-20,MZdx5U3VK3gDs4kYxhUg,800
